FIPS,1.22.2020,1.23.2020,1.24.2020,1.25.2020,1.26.2020,1.27.2020,1.28.2020,1.29.2020,1.30.2020,1.31.2020,2.1.2020,2.2.2020,2.3.2020,2.4.2020,2.5.2020,2.6.2020,2.7.2020,2.8.2020,2.9.2020,2.10.2020,2.11.2020,2.12.2020,2.13.2020,2.14.2020,2.15.2020,2.16.2020,2.17.2020,2.18.2020,2.19.2020,2.20.2020,2.21.2020,2.22.2020,2.23.2020,2.24.2020,2.25.2020,2.26.2020,2.27.2020,2.28.2020,2.29.2020,3.1.2020,3.2.2020,3.3.2020,3.4.2020,3.5.2020,3.6.2020,3.7.2020,3.8.2020,3.9.2020,3.10.2020,3.11.2020,3.12.2020,3.13.2020,3.14.2020,3.15.2020,3.16.2020,3.17.2020,3.18.2020,3.19.2020,3.20.2020,3.21.2020,3.22.2020,3.23.2020,3.24.2020,3.25.2020,3.26.2020,3.27.2020,3.28.2020,3.29.2020,3.30.2020,3.31.2020,4.1.2020,4.2.2020,4.3.2020,4.4.2020,4.5.2020,4.6.2020,4.7.2020,4.8.2020,4.9.2020,4.10.2020,4.11.2020,4.12.2020,4.13.2020,4.14.2020,4.15.2020,4.16.2020,4.17.2020,4.18.2020,4.19.2020,4.20.2020,4.21.2020,4.22.2020,4.23.2020,4.24.2020,4.25.2020,4.26.2020,4.27.2020,4.28.2020,4.29.2020,4.30.2020,5.1.2020,5.2.2020,5.3.2020,5.4.2020,5.5.2020,5.6.2020,5.7.2020,5.8.2020,5.9.2020,5.10.2020,5.11.2020,5.12.2020,5.13.2020,5.14.2020,5.15.2020,5.16.2020,5.17.2020,5.18.2020,5.19.2020,5.20.2020,5.21.2020,5.22.2020,5.23.2020,5.24.2020,5.25.2020,5.26.2020,5.27.2020,5.28.2020,5.29.2020,5.30.2020,5.31.2020,6.1.2020,6.2.2020,6.3.2020,6.4.2020,6.5.2020,6.6.2020,6.7.2020,6.8.2020,6.9.2020,6.10.2020,6.11.2020,6.12.2020,6.13.2020,6.14.2020,6.15.2020,6.16.2020,6.17.2020,6.18.2020,6.19.2020,6.20.2020,6.21.2020,6.22.2020,6.23.2020,6.24.2020,6.25.2020,6.26.2020,6.27.2020,6.28.2020,6.29.2020,6.30.2020,7.1.2020,7.2.2020,7.3.2020,7.4.2020,7.5.2020,7.6.2020,7.7.2020,7.8.2020,7.9.2020,7.10.2020,7.11.2020,7.12.2020,7.13.2020,7.14.2020,7.15.2020,7.16.2020,7.17.2020,7.18.2020,7.19.2020,7.20.2020,7.21.2020,7.22.2020,7.23.2020,7.24.2020,7.25.2020,7.26.2020,7.27.2020,7.28.2020,7.29.2020,7.30.2020,7.31.2020,8.1.2020,8.2.2020,8.3.2020,8.4.2020,8.5.2020,8.6.2020,8.7.2020,8.8.2020,8.9.2020,8.10.2020,8.11.2020,8.12.2020,8.13.2020
17043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,26,45,54,54,65,79,95,103,131,131,199,202,274,320,356,392,448,500,590,656,715,795,875,943,1008,1048,1162,1223,1312,1386,1463,1560,1642,1695,1761,1864,1947,2047,2219,2311,2443,2628,2736,2870,3081,3256,3432,3611,3803,3918,4056,4213,4374,4493,4603,4745,5121,5244,5453,5634,5780,5904,6076,6171,6308,6471,6744,6891,7060,7207,7290,7350,7460,7543,7620,7707,7765,7818,7891,7939,7997,8046,8111,8157,8215,8255,8311,8355,8389,8434,8465,8495,8546,8574,8609,8646,8682,8715,8736,8780,8825,8879,8919,8951,8993,9032,9083,9145,9192,9267,9311,9364,9392,9454,9502,9571,9641,9719,9794,9810,9867,9917,10013,10107,10196,10317,10414,10531,10627,10701,10771,10875,10953,11005,11084,11177,11267,11380,11470,11558,11689,11804,11926,12021,12155,12233,12312,12427,12511,12592
17089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,3,4,6,6,8,13,18,24,38,38,75,90,100,113,128,142,154,176,207,220,234,255,296,318,339,376,403,421,448,463,490,538,582,605,638,684,764,863,962,1049,1109,1185,1308,1412,1526,1677,1803,1935,2115,2206,2331,2498,2668,2818,3003,3126,3592,3744,3995,4159,4263,4396,4584,4682,4813,4981,5327,5484,5645,5761,5866,5947,6083,6188,6259,6338,6404,6467,6518,6581,6672,6734,6787,6850,6897,6948,6992,7030,7055,7096,7128,7167,7202,7233,7274,7331,7399,7430,7457,7496,7529,7582,7604,7626,7674,7703,7733,7764,7796,7819,7856,7877,7909,7949,7971,8028,8078,8107,8137,8151,8218,8262,8291,8345,8361,8406,8433,8481,8544,8613,8665,8714,8782,8820,8884,8964,9069,9138,9200,9239,9336,9417,9509,9629,9710,9759,9803,9878,9948,10027
17093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,4,4,4,6,6,8,11,15,18,19,27,36,37,47,49,55,61,79,86,92,103,105,114,114,116,119,123,135,135,138,146,157,171,191,203,208,218,235,255,266,281,291,305,326,334,346,363,373,388,421,431,477,496,518,531,543,563,579,592,610,627,673,689,709,714,727,736,751,769,778,798,804,819,825,833,839,845,846,850,853,863,867,869,873,882,881,891,897,899,903,905,912,918,924,928,940,941,946,950,955,956,963,971,981,989,996,1000,1006,1011,1024,1032,1048,1063,1071,1068,1086,1095,1104,1116,1125,1126,1132,1151,1160,1176,1191,1209,1219,1225,1232,1247,1262,1277,1284,1291,1295,1310,1319,1343,1364,1377,1379,1398,1412,1431
17097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,7,18,37,37,63,69,96,111,139,139,230,241,300,343,389,477,540,608,683,742,815,923,1041,1124,1230,1331,1445,1516,1621,1711,1767,1914,2073,2162,2216,2287,2379,2540,2717,2879,2990,3080,3192,3382,3509,3766,3975,4161,4252,4370,4529,4762,4985,5199,5245,5323,5662,5758,5992,6157,6382,6489,6645,6709,6905,7128,7291,7465,7615,7723,7767,7845,7933,8063,8238,8331,8408,8450,8511,8584,8647,8690,8768,8808,8861,8886,8934,8980,9033,9076,9109,9133,9154,9207,9242,9279,9326,9356,9404,9447,9514,9553,9608,9644,9695,9719,9752,9811,9864,9919,9954,10007,10039,10104,10175,10253,10318,10378,10422,10464,10561,10653,10707,10767,10818,10896,10963,11079,11159,11260,11366,11448,11523,11608,11649,11752,11855,11952,11982,12089,12223,12315,12376,12491,12617,12670,12741,12852,12939,13047
17113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,7,7,7,8,10,10,14,17,19,18,32,35,40,46,46,57,65,69,75,75,77,79,81,82,82,83,83,85,86,86,86,87,87,88,88,92,94,94,95,97,99,99,103,103,108,110,112,115,117,121,126,127,130,132,158,170,186,189,191,195,195,202,204,211,212,215,216,217,218,220,220,221,224,224,226,226,226,228,230,231,235,238,241,241,241,243,246,246,246,247,251,254,253,253,254,255,256,257,257,260,261,265,267,273,277,285,289,292,301,308,315,322,326,334,340,349,368,382,386,404,408,418,432,442,456,461,471,487,504,520,536,552,562,572,584,595,611,624,638,651,655,670,686,703
17115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,5,6,9,12,13,15,14,23,35,42,45,44,47,47,55,54,55,60,93,96,99,100,102,103,103,105,106,109,119,122,124,126,129,133,138,140,144,146,149,151,154,159,163,165,169,170,176,182,184,187,187,188,188,189,192,195,194,193,194,194,195,199,200,202,202,203,203,204,206,206,207,209,209,212,213,214,216,218,218,219,220,223,226,227,227,227,228,232,231,232,232,234,235,236,238,241,242,243,250,253,253,254,259,262,265,270,275,282,282,288,297,311,325,354,377,386,406,424,434,450,473,489,502,517,550,578,611,624,641,650,678,702
17143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,4,4,6,7,8,8,8,10,11,11,11,14,12,13,16,15,20,23,27,31,31,33,34,34,37,39,43,44,46,54,56,60,65,68,78,85,86,93,101,106,107,113,126,130,132,136,139,141,143,148,151,156,155,159,160,162,167,168,176,176,177,179,185,188,191,212,221,233,238,262,273,286,301,309,314,324,328,342,354,367,384,389,395,397,405,411,419,423,428,434,442,447,459,463,468,475,487,487,499,507,546,551,556,567,574,583,609,628,644,666,687,710,736,756,794,813,824,838,852,878,915,947,984,1018,1036,1066,1106,1189,1252,1280,1302,1341,1399,1445,1488,1525,1574,1607,1630,1667,1717,1758
17167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,4,4,4,4,4,5,5,5,7,8,9,12,14,17,18,20,25,29,31,32,33,39,42,43,43,44,50,50,54,58,61,62,64,68,69,76,81,95,104,113,159,169,178,195,207,208,212,216,231,237,253,256,258,262,276,279,289,299,304,307,309,311,319,324,325,328,329,331,332,337,343,346,348,351,350,350,353,359,360,362,363,364,366,367,375,377,376,378,382,382,382,383,387,387,387,388,392,397,399,401,408,411,419,426,431,436,440,446,450,455,462,473,493,509,519,531,547,553,587,603,622,642,656,671,692,717,747,757,775,793,823,850,875,906,953,986,1013,1037,1057,1096,1151,1194,1229,1247,1274,1297,1323,1345
17197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,9,9,12,21,24,28,40,40,104,127,182,223,228,322,384,455,582,648,697,840,914,1010,1077,1126,1228,1283,1350,1433,1494,1566,1603,1643,1692,1736,1820,1885,2009,2060,2126,2173,2254,2369,2492,2617,2796,2868,3066,3150,3332,3434,3561,3636,3684,3740,3896,3973,4090,4277,4312,4388,4455,4560,4694,4797,4929,5012,5117,5188,5238,5279,5356,5442,5510,5566,5613,5649,5704,5742,5799,5858,5890,5917,5961,6011,6051,6086,6106,6140,6158,6191,6222,6256,6284,6317,6367,6398,6433,6459,6493,6542,6577,6608,6635,6686,6744,6793,6839,6883,6923,6957,6996,7061,7120,7171,7223,7278,7340,7382,7436,7476,7542,7592,7652,7687,7762,7845,7925,7977,8024,8101,8148,8191,8260,8352,8443,8502,8592,8650,8729,8821,8932,9053,9151,9236,9315,9413,9486,9576
17201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,5,5,7,7,8,9,12,13,15,18,24,28,36,42,49,59,63,66,77,80,94,99,101,112,121,145,172,178,195,207,238,252,279,302,318,343,365,392,442,485,521,579,638,649,696,759,830,877,917,932,1159,1208,1337,1390,1436,1490,1537,1564,1615,1681,1780,1838,1925,1953,1993,2001,2091,2156,2209,2251,2290,2313,2354,2397,2465,2507,2545,2576,2602,2627,2652,2667,2696,2736,2744,2763,2776,2796,2810,2826,2861,2883,2893,2911,2935,2959,2992,3004,3014,3030,3046,3054,3067,3084,3091,3109,3118,3131,3143,3161,3156,3169,3191,3202,3215,3251,3303,3318,3342,3362,3365,3386,3418,3457,3486,3516,3539,3570,3582,3610,3641,3663,3673,3688,3704,3730,3746,3755,3772,3779,3784,3797,3806,3814
18003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,7,7,8,21,23,26,28,30,39,46,58,59,63,87,90,95,105,119,136,147,156,167,180,224,271,293,301,327,336,343,387,400,427,439,486,504,528,560,588,600,619,664,695,718,743,781,800,816,834,867,877,898,955,985,996,1033,1053,1106,1139,1191,1213,1240,1277,1309,1353,1419,1451,1600,1618,1662,1711,1743,1753,1810,1851,1883,1896,1956,2014,2089,2127,2168,2195,2224,2261,2277,2324,2331,2368,2414,2427,2436,2466,2507,2547,2575,2598,2621,2649,2677,2695,2717,2737,2762,2798,2815,2835,2867,2902,2939,2952,2971,2988,3013,3035,3061,3103,3136,3168,3203,3217,3245,3278,3307,3345,3375,3416,3441,3480,3509,3557,3611,3635,3662,3695,3725,3789,3835,3902,3937,4002,4040,4103
18057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,10,18,18,25,30,40,52,64,83,106,127,179,207,220,265,300,335,363,392,395,431,443,478,490,499,510,520,542,563,583,598,615,624,645,670,699,704,720,729,746,755,794,810,824,845,859,882,894,902,920,925,936,956,960,968,977,1001,1021,1033,1042,1054,1071,1084,1092,1096,1099,1115,1123,1132,1156,1154,1159,1162,1170,1180,1183,1191,1203,1205,1209,1221,1242,1245,1250,1257,1277,1357,1368,1371,1349,1359,1365,1369,1374,1393,1398,1411,1417,1428,1432,1447,1463,1484,1502,1518,1538,1552,1563,1596,1608,1629,1665,1691,1708,1735,1779,1800,1829,1845,1888,1933,1953,1991,2032,2082,2134,2182,2230,2253,2288,2316,2366,2410,2446,2489,2513,2543,2572,2610,2668,2723,2763,2803,2829,2887,2941
18089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,7,10,10,17,19,31,47,68,85,97,146,180,215,244,313,335,369,418,461,525,576,676,744,796,819,876,978,1026,1095,1105,1182,1227,1292,1346,1445,1515,1533,1586,1715,1786,1846,1929,1993,2036,2098,2161,2233,2288,2359,2392,2445,2493,2534,2588,2684,2747,2812,2843,2886,2946,3024,3087,3128,3191,3260,3299,3320,3347,3494,3538,3573,3616,3639,3689,3806,3833,3876,3915,3940,3959,4005,4033,4057,4081,4109,4133,4172,4211,4222,4297,4326,4356,4400,4437,4489,4525,4596,4650,4696,4741,4781,4847,4872,4985,5053,5104,5146,5180,5212,5276,5337,5432,5588,5650,5677,5764,5831,5919,5983,6083,6145,6223,6277,6379,6469,6526,6590,6678,6731,6791,6821,6878,6935,6994,7037,7101,7139,7222,7343,7447,7496,7570,7632,7688,7742,7840
18097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,6,7,9,11,19,25,46,82,82,161,226,293,484,584,676,804,964,1117,1304,1429,1570,1760,1956,2141,2290,2415,2600,2742,2887,3012,3063,3204,3320,3518,3624,3889,4052,4176,4263,4408,4537,4727,4796,4926,5080,5295,5530,5754,5983,6176,6327,6419,6730,6914,7078,7245,7336,7510,7632,7703,7793,7995,8151,8303,8406,8541,8656,8815,8928,9040,9132,9189,9268,9371,9524,9616,9761,9853,9900,9978,10037,10095,10188,10276,10326,10358,10444,10464,10492,10577,10619,10662,10788,10834,10862,10852,10885,10904,10945,10962,10977,10996,11042,11104,11182,11236,11279,11329,11387,11434,11499,11546,11624,11682,11723,11760,11812,11920,12019,12074,12111,12192,12276,12361,12484,12609,12750,12843,12991,13094,13245,13409,13549,13700,13818,13954,14096,14270,14432,14578,14710,14863,15029,15152,15322,15503,15701,15860,15963,16088,16194,16304
18105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,4,6,8,16,22,26,30,33,36,40,45,48,48,54,60,61,70,75,83,87,91,95,102,108,113,114,114,115,118,118,118,120,120,120,122,122,123,126,130,130,131,132,135,137,141,142,143,145,145,145,146,144,144,150,149,152,154,156,157,158,158,160,160,162,165,166,167,166,166,169,170,170,171,174,174,176,179,181,184,185,185,187,188,190,202,203,207,208,208,209,213,214,219,221,227,233,237,244,256,263,266,276,294,300,301,309,315,329,340,348,361,375,385,400,417,446,472,484,490,496,530,562,575,596,603,620,636,652,661,674,684,686,695,699,708,722,746,756,759,766,767,777
18141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,6,6,8,17,18,19,21,27,31,32,36,49,57,65,72,89,102,112,129,142,150,165,186,192,194,234,273,306,358,388,402,412,442,454,475,515,553,576,586,602,620,633,642,645,658,668,687,714,730,773,785,810,829,847,857,897,921,947,971,984,1014,1054,1082,1097,1132,1155,1170,1205,1218,1221,1248,1266,1274,1286,1309,1320,1337,1358,1377,1406,1418,1437,1453,1481,1496,1512,1539,1552,1571,1583,1612,1628,1646,1662,1677,1687,1705,1740,1780,1798,1812,1819,1830,1849,1857,1863,1908,1943,1964,1981,2001,2025,2051,2106,2148,2211,2235,2294,2321,2389,2433,2491,2524,2553,2605,2650,2716,2743,2801,2830,2854,2893,2967,3015,3071,3114,3154,3203,3224,3301,3373,3423,3500,3546,3578,3610,3681
18157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,4,7,8,11,11,14,14,18,19,26,28,29,34,36,38,40,42,43,45,45,46,46,51,53,55,56,58,59,59,62,64,71,75,90,95,102,110,115,120,156,181,190,197,202,207,225,233,244,248,261,268,281,291,303,307,313,331,342,348,356,369,373,375,380,382,390,393,402,414,418,421,429,434,441,453,456,460,466,466,472,479,486,491,492,497,506,510,526,530,539,541,544,555,579,599,609,624,633,640,659,677,694,715,726,727,735,743,759,770,779,785,795,802,814,826,852,875,886,889,907,921,942,960,972,979,996,1019,1031,1053,1085,1094,1103,1118,1123,1146,1177,1189,1211,1221,1238,1245,1263
18163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,6,10,17,17,18,20,23,33,35,37,40,41,41,49,53,53,56,57,60,65,71,76,80,85,87,88,96,104,104,113,117,119,126,131,135,143,147,151,150,153,163,169,175,182,185,189,195,194,195,201,201,207,219,223,225,229,230,240,242,248,248,253,259,265,266,274,282,284,290,289,291,299,301,303,308,313,316,321,323,326,330,329,335,336,337,341,342,343,347,359,369,376,388,400,407,413,430,457,480,502,522,548,570,587,629,681,727,768,801,858,905,963,1010,1058,1114,1153,1191,1236,1289,1341,1394,1433,1458,1500,1529,1579,1621,1679,1700,1726,1763,1800,1842,1888,1922,1963,1997,2022,2053,2082
19013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,4,4,5,7,6,6,6,7,7,8,8,10,12,12,15,19,21,35,41,47,62,78,85,109,138,166,192,259,366,379,420,530,691,714,844,941,1082,1140,1195,1255,1306,1361,1378,1396,1450,1463,1477,1493,1512,1521,1528,1533,1548,1571,1587,1603,1628,1636,1654,1662,1669,1676,1682,1692,1713,1724,1730,1739,1746,1747,1759,1759,1775,1788,1789,1794,1801,1802,1813,1817,1824,1826,1834,1836,1838,1843,1860,1870,1881,1892,1897,1913,1919,1961,1996,2008,2059,2079,2095,2130,2180,2196,2252,2287,2301,2323,2355,2397,2457,2492,2519,2534,2544,2576,2629,2650,2659,2692,2707,2717,2744,2774,2805,2838,2850,2868,2886,2918,2947,2970,2984,2997,3003,3022,3054,3084,3099,3115,3127,3134,3157,3180,3200
19103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,13,14,14,14,15,15,21,22,22,27,32,35,37,43,49,58,61,65,70,73,76,80,83,96,106,118,134,147,171,185,194,203,210,216,226,234,246,265,285,303,372,388,391,410,418,426,437,448,453,461,475,487,498,505,518,530,543,546,549,551,555,559,558,562,565,567,569,574,574,579,585,591,593,598,602,605,605,607,610,614,614,614,616,616,618,619,624,626,625,630,633,629,635,637,638,643,650,668,686,711,722,756,775,811,833,911,958,988,1033,1115,1145,1181,1231,1238,1264,1292,1314,1340,1363,1384,1405,1426,1479,1487,1493,1543,1572,1598,1609,1628,1636,1651,1676,1701,1720,1735,1751,1766,1781,1822,1856,1881,1901,1918,1933,1959,2002,2021,2054,2067,2096,2107,2118,2123,2138
19113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,7,12,22,36,42,71,90,94,103,118,139,161,176,186,197,215,225,235,243,258,265,276,280,304,332,395,409,460,466,479,509,548,573,613,632,652,669,673,705,731,757,767,770,805,813,819,827,841,849,858,871,882,892,896,899,899,902,910,916,922,927,935,936,938,941,945,949,955,953,958,967,971,978,981,985,994,1001,1005,1007,1012,1016,1018,1019,1021,1036,1048,1057,1072,1095,1099,1107,1112,1150,1160,1169,1181,1194,1203,1215,1238,1242,1262,1277,1294,1304,1323,1341,1366,1381,1399,1410,1416,1456,1494,1528,1548,1577,1604,1638,1667,1719,1754,1800,1826,1851,1877,1932,1970,2005,2064,2089,2108,2145,2198,2279,2314,2348,2375,2399,2428,2445,2456
19153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,6,10,10,12,15,20,24,28,40,50,61,76,81,87,100,109,122,125,127,134,140,147,163,177,195,213,224,256,277,293,333,387,415,437,486,575,660,732,756,813,905,985,1176,1350,1476,1661,1778,1875,2053,2150,2194,2238,2368,2447,2551,2634,2767,2845,2922,3001,3128,3230,3381,3518,3603,3714,3774,3821,3876,3930,4056,4160,4227,4236,4342,4406,4541,4614,4679,4741,4820,4863,4906,4969,5026,5090,5151,5175,5199,5244,5312,5367,5430,5498,5532,5582,5593,5736,5769,5851,5947,6000,6037,6120,6275,6332,6464,6578,6638,6739,6827,6990,7196,7332,7538,7611,7663,7803,7988,8121,8244,8354,8465,8557,8644,8786,8906,8985,9080,9109,9126,9262,9388,9479,9609,9709,9723,9781,9874,10032,10132,10223,10309,10351,10444,10535,10612
19163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,7,7,10,10,16,18,21,25,31,38,41,52,66,77,88,99,111,115,118,124,129,146,155,159,159,171,179,182,188,196,206,208,216,218,222,226,230,236,241,245,255,260,274,276,279,280,286,286,291,293,297,301,307,309,309,313,323,329,329,331,337,341,346,352,357,358,359,361,365,368,380,385,384,387,393,393,397,399,401,405,406,407,408,413,418,425,432,445,451,460,467,515,548,576,598,621,631,664,704,719,778,798,815,845,883,926,1002,1031,1084,1098,1122,1174,1218,1254,1277,1289,1318,1335,1365,1398,1434,1458,1483,1491,1500,1525,1542,1557,1576,1590,1593,1615,1636,1655,1674,1716,1718,1727,1743,1758,1768
19193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,7,8,8,8,8,9,11,12,15,18,18,19,20,21,22,25,35,37,44,81,100,120,189,316,409,495,695,728,742,922,1074,1112,1152,1296,1323,1429,1532,1554,1627,1676,1988,2054,2078,2111,2157,2215,2278,2342,2362,2448,2469,2520,2555,2624,2640,2658,2672,2721,2740,2750,2761,2786,2817,2837,2861,2900,2915,2927,2945,2957,2965,2987,2998,3004,3008,3015,3026,3038,3052,3054,3066,3069,3083,3087,3106,3122,3127,3140,3152,3165,3177,3201,3206,3215,3241,3252,3260,3264,3282,3317,3329,3346,3349,3360,3386,3409,3418,3434,3461,3482,3492,3495,3514,3525,3539,3554,3569,3575,3585,3612,3620,3630,3642,3651,3656,3673,3691,3709,3716,3719,3727,3734,3754,3770
20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,8,6,10,13,14,23,23,23,24,31,31,31,32,33,36,38,38,38,38,39,39,40,40,41,42,42,43,43,43,43,43,44,46,48,48,49,49,49,50,51,51,51,51,51,56,56,56,56,56,57,58,58,58,59,60,60,60,62,62,62,63,63,63,63,63,63,65,66,66,66,67,67,67,67,69,70,70,74,74,76,78,79,79,79,82,83,86,86,91,91,91,102,102,105,105,124,124,124,157,157,190,190,251,251,251,354,354,377,377,415,415,415,448,461,487,489,494,494,494,526,536,542,561,588,588,588,608,614,630,635,650,650,650,679,684,686,696,714,714,714,744,750,765,783
20091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,5,5,8,10,12,16,23,25,28,32,36,44,59,66,80,108,116,134,143,161,172,185,192,212,219,244,252,252,283,304,309,323,334,343,358,369,372,377,384,396,403,417,424,430,440,446,454,464,471,486,498,504,513,521,553,576,583,591,604,607,612,619,638,642,646,655,657,669,679,684,688,698,738,746,760,771,801,812,812,844,857,865,887,910,931,940,948,959,972,992,1015,1031,1061,1075,1080,1107,1150,1197,1236,1257,1277,1316,1370,1427,1490,1550,1613,1651,1692,1798,1816,1993,2111,2205,2277,2356,2491,2633,2724,2857,2967,3081,3158,3286,3422,3564,3667,3744,3828,3886,4053,4161,4280,4387,4455,4538,4586,4717,4781,4883,5014,5014,5150,5240,5320,5439,5522,5643,5703,5800,5869,6009,6127
